density,entry_rate,exit_rate,average_speed,estimated_people,net_flow,flow_conflict,confidence,hour_of_day,zone_capacity_pct,risk_score,risk_level
1.9063571821788408,39.2797576724562,33.946339367881464,1.0780093202212182,260,5.333418304574735,0,0.9464704583099741,3,0.5058365758754864,23.883114750692986,LOW
1.471797667306967,47.54210836063001,10.031150633640573,1.4961057796456088,210,37.51095772698944,0,0.6092249700165663,9,0.6542056074766355,14.92103300316509,LOW
1.9501354857987725,19.310853617212167,13.624257381312832,1.3091930046665436,157,5.686596235899335,0,0.786705157299192,4,0.4435028248587571,18.870895105539386,LOW
1.9028825207813331,48.625281322982374,42.33589392465844,1.1523068845866853,102,6.289387398323932,0,0.6488152939379115,7,0.2608695652173913,21.459080972608366,LOW
1.8277087639496858,20.351199264000677,36.50089137415928,1.1558555380447055,183,-16.149692110158604,0,0.6739417822102108,17,0.5184135977337111,20.862160380536842,LOW
4.176985004103839,179.39742936287178,0.9045457782107613,0.0975990992289793,579,178.492883584661,0,0.9314950036607718,12,1.080223880597015,98.97088355838508,CRITICAL
1.6241742634326755,12.982025747190832,49.47547746402069,1.3861223846483286,285,-36.49345171682986,0,0.9261845713819337,16,0.6551724137931034,18.87437443523248,LOW
3.3894513177700234,62.55385127509722,56.59838702175123,0.9250192888948996,467,5.955464253345994,1,0.7243929286862649,23,1.4066265060240963,65.88562175819052,CRITICAL
2.8869466815615907,43.73608964950321,42.44973703390805,0.6914634373768949,330,1.2863526155951561,0,0.6943939678995823,13,0.5935251798561151,51.83388228279551,WARNING
0.14829634081378085,14.315657079732178,11.25716742746937,1.3182052056318903,101,3.058489652262809,0,0.6557325817623503,6,0.25569620253164554,0.0,LOW
1.5355471632317925,19.1519266196649,13.079196393151719,1.144875726456884,135,6.07273022651318,0,0.9232481518257668,20,0.23156089193825044,20.690793758517955,LOW
1.7958620971309578,31.573689676626028,42.2976062065625,1.4480456499617467,280,-10.72391652993647,0,0.6911740650167767,19,0.5725971370143149,23.15961410807665,LOW
0.6790843905002552,16.58623412571767,31.363576775017677,1.2424149856794915,274,-14.777342649300007,0,0.9771638815650077,21,0.5140712945590994,9.06284489857991,LOW
0.22329526950706496,20.156616557373788,19.87504251354405,1.3481521364198943,180,0.28157404382973894,0,0.9990961940195767,16,0.4368932038834951,0.0,LOW
4.822074026636463,154.95760993508225,6.90142496053366,0.19030540341040914,501,148.0561849745486,0,0.9942601816442402,22,1.4232954545454546,100.0,CRITICAL
1.4836110623625332,24.711325308770128,35.29223322374318,1.3167648553804474,188,-10.580907914973054,0,0.6602870175861718,5,0.34879406307977734,17.296186590887007,LOW
3.28753820722058,46.29794526009424,28.809641902621934,0.855574766219009,346,17.488303357472304,0,0.6697465716019966,0,0.7740492170022372,50.84359274417528,WARNING
4.013535175558921,131.46512834685404,16.27214862213141,0.41657918953102635,441,115.19297972472263,0,0.6699819708383744,15,1.1080402010050252,79.11576191120672,CRITICAL
2.79447586753401,42.092614545022585,23.72411071223597,0.9486078789766634,236,18.368503832786615,0,0.7356119164194803,2,0.514161220043573,41.51576889619509,WARNING
3.606762190683285,142.1439069132672,35.52785346302538,0.5742539976883789,503,106.61605345024181,1,0.6405886171464128,2,0.9095840867992767,84.91590379187072,CRITICAL
4.567841949474931,195.804579051659,9.712275071724532,0.1345272428958742,560,186.09230397993448,0,0.6072301454462083,13,1.1965811965811965,100.0,CRITICAL
3.273835115741267,62.88064461501717,42.73234413341886,0.5468373839140462,221,20.148300481598305,0,0.9915571433100037,18,0.41154562383612664,52.351389144181056,WARNING
3.9467079389958943,135.6367912479154,25.079112793155765,0.4307615538505436,460,110.55767845475964,0,0.9074216057225236,16,1.031390134529148,85.42558739087741,CRITICAL
1.778638642305892,39.90875095589656,48.122873880958124,1.165375152335257,95,-8.214122925061567,0,0.9921326334864182,19,0.19791666666666666,22.720947037801423,LOW
0.831685684343658,44.045466860674274,22.676880206251106,1.0847463733430462,74,21.36858665442317,0,0.9720067339243328,13,0.1417624521072797,11.787211848085203,LOW
4.280168030473048,227.74944785456051,17.547461438559107,0.22223058532626133,532,210.2019864160014,0,0.8211279907631631,9,0.8896321070234113,89.388921907811,CRITICAL
4.215170092018771,140.69506230060728,37.397216576694134,0.4045369595443751,456,103.29784572391314,0,0.8599855723111061,13,1.3611940298507463,89.90571809153855,CRITICAL
