density,entry_rate,exit_rate,average_speed,risk_score,risk_level
1.9063571821788408,39.2797576724562,33.946339367881464,1.0780093202212182,30.93166873658275,LOW
2.030876741443704,78.49549260809971,53.29770563201687,0.6061695553391381,50.27627084842834,WARNING
0.4484685687215243,22.16968971838151,30.990257265289515,1.2159725093210578,9.903662299868197,LOW
0.6550748322169144,24.654473731747668,28.24279936868144,1.392587980696507,4.934798544252986,LOW
1.077045432985862,33.696582754481696,11.85801650879991,1.303772425950719,23.36150460640753,LOW
1.400042750373098,27.606099749584054,14.881529393791153,1.247588455055635,26.95438057657151,LOW
1.8277087639496858,20.351199264000677,36.50089137415928,1.1558555380447055,31.17742958441827,LOW
1.9422107927526613,41.00531293444458,47.579957662567566,1.4474136752138245,25.64792502535733,LOW
3.3828113525346755,34.424625102595975,27.83931449676581,0.522613644455269,56.07092006588336,WARNING
1.6746012673886657,24.270133067743572,21.23738038749523,1.2713480415791243,20.390153413091582,LOW
1.6241742634326755,12.982025747190832,49.47547746402069,1.3861223846483286,21.002477133621422,LOW
3.1569055200289187,33.70223258670452,34.33862914177091,0.5579345297625649,53.08978021943721,WARNING
3.623298126827558,103.16286173968544,11.906750508580709,0.3243929286862649,83.00383898062485,CRITICAL
3.33081911386449,53.610746258097464,24.78376983753207,0.8566223936114975,62.26811461234373,WARNING
2.841915796354244,68.54835899772806,39.75182385457563,0.7613664146909971,58.00471404911689,WARNING
0.15971545280479507,35.45641645055122,22.574239243053068,1.2542853455823515,11.191891300234786,LOW
3.249292229148875,108.72680461249408,32.66653415629146,0.291519266196649,75.67279075272992,CRITICAL
1.8664255394508888,42.32481518257668,35.33615026041694,1.4357302950938589,25.04676248027963,LOW
3.1865700588860357,142.47912989429844,26.18026725746952,0.522976062065625,71.55713088472692,CRITICAL
0.5330768088296892,27.08431154505025,42.72059063689972,1.4303652916281717,7.605249756441314,LOW
1.0704198748973748,26.69644012595116,18.88431241882921,1.0599326836668415,21.616730765731003,LOW
1.0857021813123955,38.12075835580711,24.54518409517176,1.4858910413604804,17.786147809174572,LOW
4.503564591650728,224.5872758838578,6.017566196335393,0.08545214831324029,99.13191006109842,CRITICAL
2.077218126874984,43.93232321183057,56.33063543866615,0.6197809453334862,35.22741906885214,LOW
1.0299602445273697,49.42601816442403,19.682210860460017,1.3360677737029394,25.905818076157775,LOW
2.55167469907888,61.61529152967897,45.34118843043579,0.7678873420373793,50.13121873076329,WARNING
1.6870747416195522,22.83120259886943,17.46074041599417,1.020387570777382,31.650380986120688,LOW
1.072976810768634,19.059831007917516,35.806911616377995,1.0871832145024958,18.22280746949838,LOW
2.580103019450806,76.83649943683673,25.50083776583973,0.6705331755251293,61.41107596799288,WARNING
3.225833300301824,57.760040579973115,41.18602313424026,0.6209261454502258,60.79266469410617,WARNING
1.804709940111321,46.016722286533216,35.32405829093072,1.1695148955243504,33.07727557067454,LOW
3.8870864242651173,134.59128821003367,29.26094938462863,0.23365598599801954,83.63593543000131,CRITICAL
1.8072529582014505,34.2571623863836,10.367882064665185,1.050735771433016,39.04368028446538,LOW
2.9779418892539007,41.21346547302799,48.48716885390144,0.6186245437484,45.68599043086984,WARNING
1.518333669724246,35.98531596188859,43.96893641976712,1.3288064461501716,17.456115710283665,LOW
